Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Direct,5.347672576910236,0.5247386420352383,6,1,0.016849160761240767,No,Mobile,Morning,No,2.012920839568135,0.20478097373162485,91,0
Paid Ads,7.538644504561425,0.4031169145139318,5,2,0.8718156851832086,Yes,Mobile,Night,Yes,7.046000860596049,0.9314615005716724,76,1
Direct,7.569730350623213,0.43417470574939643,4,2,0.0,No,Mobile,Afternoon,No,5.776072398254864,0.0070953136192193345,39,0
Direct,7.90203228877907,0.4024510861263083,3,2,0.11455079873033663,Yes,Mobile,Afternoon,Yes,4.809497983263667,0.6270189440244903,55,1
Social Media,8.192884635762745,0.31376898671652714,6,3,0.4127838778833095,No,Desktop,Evening,Yes,7.222415984394731,0.2135367689721388,67,0
Organic Search,10.84058438493854,0.3994946678304426,6,1,0.46513534024451103,No,Mobile,Afternoon,Yes,6.15009164282033,0.8814617827181119,95,1
Direct,5.75834807453977,0.49816832509858877,1,1,0.7275306696022517,No,Mobile,Evening,No,7.681157601770737,0.22994188754281697,59,0
Direct,5.460959025462021,0.3747675742042321,3,1,0.6826875936567816,No,Mobile,Afternoon,Yes,7.046085364175925,0.9280759356748338,83,1
Direct,11.709859226428925,0.4839535260460548,5,3,0.3541160218788272,No,Mobile,Afternoon,No,8.11082126496691,0.6688381475240369,3,0
Direct,6.612065774356106,0.23266624431539057,3,4,0.6486195725777615,No,Mobile,Morning,No,8.918059213234422,0.34060463193251556,71,0
Paid Ads,4.210893939268802,0.27922126977085904,2,2,0.7768780813043155,Yes,Mobile,Afternoon,Yes,0.3964058172249656,0.05683124655922733,93,1
Organic Search,6.54461017370039,0.253135899345205,5,1,0.7718339401223232,No,Mobile,Afternoon,No,6.29769993156653,0.35973406386574625,81,0
Paid Ads,7.009841794267998,0.28697372564151874,7,1,0.551352343321369,No,Desktop,Night,No,7.418270061731999,0.8668029397545506,97,1
Social Media,12.664888183177295,0.6574362093412183,7,4,0.4270234870873576,No,Desktop,Morning,No,5.9585966405439725,0.046141693383468296,70,0
Organic Search,10.774478637130212,0.545207758622072,4,1,0.4865215443973548,Yes,Mobile,Evening,No,2.682217360945872,0.7979494028695727,12,0
Direct,11.442561849896727,0.1846153762631309,3,2,1.0,No,Mobile,Afternoon,No,6.065248427194782,0.5457753638145554,83,1
Organic Search,10.459920927040358,0.48749965928169103,8,1,0.4898960996738057,Yes,Mobile,Evening,No,6.972275446614839,0.20000567513559842,90,1
Social Media,10.838731014845942,0.32188353747028603,5,1,0.38823904664295483,No,Desktop,Morning,Yes,2.8466190580177178,0.9747645650748337,49,1
Paid Ads,5.935753620259046,0.26352308290568693,5,4,0.4259033690658154,Yes,Desktop,Morning,No,5.402226250191308,0.04534899313913865,72,1
Direct,7.404193533939547,0.10285210685549862,6,2,0.7031491768297954,No,Mobile,Afternoon,No,3.4794035634973195,0.08850445638049886,39,1
Organic Search,5.030254060929353,0.5943837387640489,7,1,0.5663927398092226,No,Mobile,Evening,Yes,3.1320026912786876,0.2838905077361291,37,0
Organic Search,7.3685359083889,0.1272273700665723,4,3,0.743821360925425,No,Mobile,Afternoon,No,5.4926974878564225,0.8256855896347688,81,1
Social Media,10.052314972804222,0.3896073643980251,6,3,0.3606308946615786,Yes,Desktop,Afternoon,No,3.0704944061768886,0.8103221596114215,53,1
Direct,8.40374985443674,0.21073775085502625,4,5,0.18680063015528647,No,Mobile,Evening,No,3.7844597744854447,0.669350910160504,41,0
Organic Search,11.934442456880886,0.555168789413985,6,3,0.6778445632622078,No,Mobile,Afternoon,No,5.933630946072429,0.7392623213996349,68,1
Paid Ads,4.575752623318342,0.3331296347372099,2,1,0.554453193751538,No,Desktop,Evening,Yes,5.56507234159305,0.33218383225054104,26,1
Organic Search,9.50071505209472,0.3731074688959311,5,6,0.3333019928949408,No,Mobile,Evening,Yes,4.708742720211026,0.8852863286605764,9,1
Organic Search,4.255091594392046,0.37985314741399345,3,5,0.7701850509910405,No,Mobile,Afternoon,Yes,7.640633879313584,0.3224328617160641,16,1
Direct,8.282529407520927,0.4605140669871567,3,7,0.6487026113684288,No,Desktop,Afternoon,No,6.029973484550143,0.1940879380779037,53,0
Direct,10.221000267669437,0.4026009527966619,3,5,0.23053717506022714,No,Desktop,Afternoon,No,2.2139551663640606,0.20114221313896974,14,0
Organic Search,7.356492299527343,0.39134536220777677,8,4,0.45810900996218806,No,Mobile,Evening,Yes,4.25109100144329,0.08362495527757052,79,1
Social Media,9.653379812260868,0.2963196049490444,4,1,0.3599783416232668,Yes,Mobile,Afternoon,Yes,4.7397293588954605,0.99103035447845,67,1
Direct,5.120802995501197,0.08505412533158141,11,6,0.6117542526855216,No,Tablet,Morning,No,6.948685310652014,0.02851974750244446,54,1
Organic Search,3.0089300654108513,0.17628980809162892,5,3,0.4247321861179265,No,Desktop,Evening,No,0.0,0.4933100801492486,57,1
Organic Search,9.671088867463409,0.5436959477361292,3,2,0.33525637778434353,No,Mobile,Evening,No,4.7988568221577586,0.18870672436371339,84,0
Direct,13.232030702227199,0.33883610733474046,7,3,0.5679283144307179,Yes,Mobile,Afternoon,No,6.466476563110792,0.5890820333857858,78,1
Organic Search,5.011865179490323,0.2671980444555041,7,1,0.7955010627755272,No,Mobile,Evening,No,5.431023806179272,0.37562124179814393,92,0
Paid Ads,11.666582540320386,0.11885437111639102,2,5,0.511394268962837,No,Mobile,Night,No,1.6628075834539917,0.001861976998074888,97,1
Paid Ads,8.130270226449234,0.05607057198192955,9,1,0.5348905038548951,No,Tablet,Afternoon,Yes,6.275599386205049,0.4544546455069124,42,1
Organic Search,3.992925434920772,0.2593586239743603,3,5,0.3108733516315054,Yes,Mobile,Evening,Yes,3.4663257214184533,0.8165067765916333,25,1
Organic Search,4.605484095943512,0.5776105708090514,9,4,0.34994711492564035,No,Mobile,Night,Yes,3.1200382316948057,0.8172499953949958,71,1
Direct,8.04735432008195,0.2885859612755363,4,3,0.6329639693004271,No,Mobile,Afternoon,No,5.269562140195521,0.1569949390542894,65,1
Social Media,6.78661313622769,0.48009710504828956,2,5,0.5185597026222445,No,Mobile,Afternoon,Yes,1.4638139857459103,0.05837307479490306,53,1
Direct,4.061261069725283,0.27938803412040847,6,4,0.6519966481699194,No,Desktop,Morning,No,5.79073894240208,0.4754042168498567,87,0
Paid Ads,2.9178821563237847,0.5277733392057699,3,9,0.21316602877786117,Yes,Tablet,Afternoon,No,5.636070854892837,0.6450044102098527,60,1
Direct,5.459842016220482,0.3296498396382662,6,1,0.7576284082135494,Yes,Mobile,Night,No,5.3582696387003965,0.6369857276289822,81,1
Social Media,8.581427024993355,0.15362315088990075,8,3,0.5996195090107748,No,Mobile,Evening,No,5.924848293660654,0.26612043178078804,81,1
Paid Ads,7.980797742190586,0.3462093864201113,3,3,0.7766929401086917,Yes,Desktop,Evening,No,6.51300708703336,0.25343776381317384,72,1
Paid Ads,6.496286127499765,0.7668000836560815,6,5,0.49383833945306654,Yes,Mobile,Afternoon,Yes,8.397122134139904,0.9881308390770775,77,1
Direct,8.605661582874449,0.757976863110171,7,3,0.6692824934841849,No,Mobile,Afternoon,Yes,2.7026919037696624,0.18302886916765437,18,1
Organic Search,11.120080159588063,0.49730666055587297,3,1,0.7657562341905368,No,Mobile,Night,Yes,3.300409205698278,0.4401382822535779,76,1
Organic Search,9.182379531302443,0.3725882369172595,1,1,0.8791675378125381,No,Mobile,Afternoon,Yes,7.1938393240663885,0.6214154307343669,58,1
Paid Ads,7.636073985831258,0.4607803604190167,6,1,0.8330899397021818,No,Desktop,Night,Yes,5.512968186065197,0.6730078985423988,77,1
Direct,10.784216019982066,0.46337046774665797,5,3,0.6210675431607628,No,Mobile,Evening,No,4.945211899991576,0.9283798169035042,51,0
Social Media,5.120449093351115,0.3920226495265797,7,3,0.5455366440862227,Yes,Desktop,Morning,Yes,5.851601516473323,0.8784655121915318,79,1
Paid Ads,7.325241381333945,0.4881888039845234,5,1,0.3258825488312693,Yes,Desktop,Afternoon,No,8.573333002583952,0.17000772788854546,64,1
Direct,7.396736193198896,0.4416453724307127,5,2,0.23317680651907818,Yes,Mobile,Evening,No,4.940972214688731,0.10098038301517753,90,1
Paid Ads,4.289140224671464,0.3368055229271373,5,1,0.05983346089307434,No,Mobile,Afternoon,Yes,3.1000220790992747,0.4016028682638033,64,0
Organic Search,6.740377513146926,0.16094864012327142,10,1,0.3083389049890601,No,Mobile,Afternoon,Yes,5.394768240032227,0.7759458271839854,82,1
Organic Search,1.7751209573140905,0.30798815155596687,11,4,0.46754374884202704,No,Desktop,Afternoon,Yes,4.232042617264854,0.8264197366923364,92,0
Organic Search,13.73653414298886,0.5599037698147193,3,1,0.09898716012233233,No,Tablet,Evening,Yes,4.0063949780327395,0.3602012274312777,12,1
Organic Search,5.187758634691061,0.3937075551009271,8,5,0.2885427615589521,No,Mobile,Night,Yes,4.709082498541422,0.29151531061371005,82,1
Paid Ads,12.758342394263936,0.46005737831750104,4,1,0.5869670496563097,No,Mobile,Morning,Yes,5.966188416816541,0.09812120641827093,84,1
Organic Search,8.114253517158478,0.34339689445911753,3,1,0.360667838228925,No,Mobile,Night,No,2.5463400832890133,0.7222998454225097,22,0
Organic Search,9.694592396467877,0.18808049899787505,5,6,0.5969646591766282,No,Desktop,Evening,No,7.0420413199686385,0.5701409603740822,25,1
Organic Search,6.533600604947205,0.35227405702563547,4,1,0.5506060945279432,No,Desktop,Morning,No,7.063534464823596,0.7685257466252827,92,0
Paid Ads,8.623789075885023,0.19550881985012972,8,2,0.5576613229353942,Yes,Desktop,Evening,Yes,2.927140038954456,0.9595682980637451,7,0
Direct,9.951468919965308,0.18274216527928974,10,4,0.5612297047768854,No,Desktop,Evening,No,9.12444524481423,0.4824328197170088,77,1
Paid Ads,9.993657243182547,0.641127321773882,6,3,0.5514935638838862,Yes,Mobile,Afternoon,Yes,4.380276278000648,0.3828282896049673,27,1
Organic Search,10.324320170223071,0.31598279901315673,4,4,0.5407285755658604,No,Mobile,Evening,No,4.94402612194013,0.7177163554044999,61,1
Direct,6.895001869882471,0.2517030549079933,4,4,0.3354000143390402,No,Mobile,Evening,Yes,6.657844278748213,0.2717262169864767,88,0
Direct,6.558920982525935,0.7235919368761812,5,1,0.5055913829815109,Yes,Desktop,Afternoon,Yes,2.7605964824393006,0.6056251937062458,60,1
Organic Search,3.2174710241971898,0.5629970070808483,6,4,0.7319038895123531,No,Desktop,Evening,Yes,8.120418936020563,0.20718789223867728,17,1
Paid Ads,9.56965703353081,0.3256981548996324,5,2,0.5446027185673392,Yes,Mobile,Evening,No,5.966462807313498,0.552995745816185,3,1
Organic Search,11.247136133970328,0.48552726511047367,5,3,0.6947568552594484,Yes,Tablet,Morning,No,5.460193764329554,0.36262350525472287,32,1
Paid Ads,12.847945039753789,0.35284233634785944,1,1,0.7715044088925902,No,Mobile,Evening,No,3.696011807131108,0.5341740649749654,66,1
Direct,8.915517903741524,0.2614640641440801,6,7,0.5697277571197902,No,Mobile,Morning,No,6.438758671148236,0.9084331208441402,60,1
Organic Search,5.700560681274292,0.4949382448970009,3,2,0.6619972384528191,No,Mobile,Afternoon,No,9.944469078701363,0.5223476938111691,51,0
Social Media,2.9087115701316337,0.33513962293595945,7,1,0.5644870195309561,Yes,Desktop,Morning,No,4.002279749611687,0.26681998337304025,45,1
Paid Ads,11.125000199250051,0.4150996017998807,5,4,0.4638010895231771,No,Mobile,Evening,Yes,7.177790694563433,0.7385062524388799,62,1
Direct,2.6111702996673936,0.6042726469799343,5,2,0.6202909311412652,No,Tablet,Night,No,6.8689831579631315,0.9343410744111329,24,1
Organic Search,6.9781877667687,0.5822426207590754,1,4,0.5776320636079975,No,Mobile,Afternoon,Yes,4.855033944433567,0.2847531490444958,84,1
Direct,7.3270795161690625,0.28998134162878475,4,2,0.5974724603984123,No,Mobile,Afternoon,Yes,9.157280734397279,0.5828792625251914,68,1
Organic Search,7.791634586446942,0.49720632045741725,6,1,0.20417768240571027,Yes,Mobile,Afternoon,Yes,0.39234038695625095,0.7217248556133488,9,1
Paid Ads,8.10740780010752,0.17442875077084882,8,5,0.32359400847949626,Yes,Mobile,Morning,No,3.638021032566247,0.6828148434698655,75,1
Paid Ads,8.414442669102725,0.490082832263141,3,1,0.2625963314114388,No,Desktop,Afternoon,Yes,5.948312075329087,0.11695632856114735,71,1
Direct,1.0,0.42969906116022116,3,1,0.6082204372022503,No,Tablet,Afternoon,No,4.567944840870613,0.9983344055543222,61,0
Social Media,8.04396772961038,0.4757958724726862,6,2,0.6683458128349813,No,Mobile,Morning,Yes,4.2506121456867385,0.04196071244123123,41,1
Organic Search,1.3112732776643679,0.3405110490711535,6,1,0.6298256629241367,Yes,Mobile,Morning,Yes,6.484296410710321,0.8092370708268393,9,1
Organic Search,10.196654219272984,0.816814254730498,8,1,0.4288767102050776,Yes,Mobile,Afternoon,Yes,3.794108916239619,0.01696340981501776,42,1
Organic Search,6.334624532589164,0.21974005847593717,8,1,0.6680547125005457,Yes,Tablet,Evening,No,6.296435508583087,0.2852022736372618,11,1
Organic Search,1.5288898243299487,0.5943103421936924,4,4,0.3750426684620081,No,Desktop,Night,Yes,5.9295190057982055,0.4560866600854898,6,1
Organic Search,5.557385967843873,0.1936603360463337,4,5,0.5411684103734269,No,Desktop,Evening,No,4.6668305996960004,0.44262874688404774,89,1
Organic Search,6.289773982446039,0.5008688349258643,8,1,0.6208486714244721,No,Mobile,Morning,No,5.440107300822843,0.18022914255063294,74,1
Organic Search,11.572098852665015,0.5151579954503566,4,5,0.5326515429331036,No,Desktop,Afternoon,No,3.4672529010177,0.4968457836704431,87,1
Direct,8.589913225250735,0.4109951743124571,9,3,0.6394563167674586,No,Mobile,Evening,Yes,5.336938066043064,0.8342126931778623,95,1
Paid Ads,9.033334833051741,0.30093511789125915,5,4,0.4750988816659071,No,Tablet,Afternoon,No,5.5136053867231425,0.9321184718666524,87,0
Organic Search,11.543664902661803,0.4282269781490598,4,4,0.6423974430105827,No,Mobile,Afternoon,No,3.8737153580949197,0.8332389707320539,83,1
Direct,7.711567136226532,0.4534020666860349,7,1,0.3488169199603304,No,Mobile,Morning,Yes,8.329796102618989,0.774153259450414,12,1
Paid Ads,10.26256388309721,0.7579872972612566,8,1,0.3412370007359157,Yes,Mobile,Afternoon,No,6.835363304138697,0.3216532200720742,25,0
Social Media,10.051583341795975,0.2255319429399408,4,2,0.505900386160395,No,Mobile,Afternoon,Yes,4.810236001341701,0.564544456396535,78,1
Social Media,4.140591519291763,0.2888173007371997,6,2,0.24421052261743714,No,Tablet,Evening,No,4.733602808038113,0.4553757076016631,13,0
Organic Search,12.418950732889488,0.4569471114138673,2,4,0.7992627150354368,No,Desktop,Morning,Yes,10.0,0.05127984458894641,96,1
Direct,3.7390946597879164,0.3487892419209497,7,3,0.5460699686315302,Yes,Desktop,Night,Yes,4.684058412938306,0.36871096757584065,27,1
Organic Search,10.752099948433544,0.37999179245388,4,3,0.6110476771203823,No,Mobile,Evening,No,0.5800271037480709,0.25393093119090726,80,1
Direct,3.4487808892831016,0.6140703670727522,4,4,0.4473695772564286,Yes,Tablet,Afternoon,No,6.156761281458383,0.19768016489934592,30,1
Social Media,9.80371036445502,0.0,6,1,0.6026299988297169,Yes,Desktop,Morning,No,0.0,0.8879181931523565,91,0
Direct,13.585744634450517,0.28041013099643775,3,4,0.6368955088236,No,Tablet,Afternoon,Yes,6.785011076582432,0.3214692139623543,16,1
Direct,7.361064030349366,0.05152615474975014,4,3,0.4873521209296455,Yes,Mobile,Evening,Yes,6.477518311777741,0.5609879920967163,46,0
Organic Search,7.230933071440561,0.16083671261918592,6,10,0.387021987727954,No,Mobile,Afternoon,No,5.767897624194946,0.09920799079650333,27,1
Organic Search,9.831319997950548,0.8809248984144941,2,1,0.27252365577033333,No,Desktop,Morning,No,9.181595494452463,0.7860004264017829,45,1
Paid Ads,7.011810632112371,0.5196336267905513,7,3,0.7067977378737482,No,Mobile,Night,Yes,6.56910289814944,0.04161273447411373,68,1
Organic Search,13.454836111228463,0.5903129850116209,4,1,0.19042188132693944,No,Mobile,Afternoon,No,6.3137125725816,0.330552709473632,79,1
Direct,8.576576748376088,0.38389407004271375,5,3,0.4386047041557197,No,Tablet,Night,Yes,6.351207885599527,0.3144145676174602,57,0
Direct,7.039491475337822,0.551742764966382,8,5,0.3041975600819522,Yes,Mobile,Afternoon,No,3.8925755294640427,0.1042248601377731,19,1
Organic Search,6.37914341631295,0.04668709849595015,5,6,0.4236835430966782,No,Mobile,Evening,Yes,6.635145516125437,0.14538279342688043,26,1
Direct,5.201154589480938,0.6076596823539202,4,1,0.4861237893865509,No,Mobile,Afternoon,No,6.382213610521861,0.3524935993907069,15,0
Organic Search,6.116735039727531,0.23603117628802003,6,2,0.4967244763416738,No,Desktop,Evening,No,3.7024496394597275,0.975338021148032,18,1
Organic Search,6.94797981902421,0.2937368361348174,7,1,0.5220944963608332,Yes,Desktop,Night,Yes,3.5651031076813515,0.5972912320007528,78,1
Paid Ads,6.53708277950426,0.5010302140909305,4,6,0.3385289598768799,No,Mobile,Afternoon,No,6.060005751800855,0.5189035890748108,51,1
Social Media,6.025474177588689,0.46328935171644303,6,1,0.6335836985330965,No,Mobile,Afternoon,No,6.926800072027058,0.25874992931597385,91,0
Social Media,14.296523691057319,0.4169240096787098,8,1,0.2636956423978094,No,Desktop,Evening,Yes,2.949416649043124,0.6739657617014588,68,1
Social Media,4.90971477053153,0.12738076928393627,3,3,0.34695496524708797,No,Mobile,Morning,Yes,4.251324204448764,0.9720401684912299,33,1
Direct,8.439897762938525,0.4199627337643284,8,1,0.4829543253498279,Yes,Desktop,Afternoon,Yes,3.018924412148988,0.26279818648563646,20,1
Direct,9.777563029282616,0.5921122706966457,10,1,0.9449156366351044,No,Mobile,Morning,No,3.6908159228773503,0.2212112443807921,77,0
Organic Search,9.890323986751199,0.2935025807800412,7,1,0.5979426595763973,No,Mobile,Afternoon,No,3.187011791497106,0.9623151298721763,73,0
Paid Ads,7.8241787726525835,0.6629874090680592,4,5,0.1773855837508781,No,Mobile,Afternoon,Yes,4.776041857549198,0.8659121541578466,5,1
Social Media,7.277892284458071,0.22546161281719812,6,6,0.5759176637165857,No,Desktop,Evening,No,3.712568890410749,0.4176174677142377,52,0
Paid Ads,9.354642473718519,0.40130957834367476,3,3,0.48596663090543796,No,Desktop,Afternoon,Yes,4.746160181751782,0.5371267632168241,65,0
Direct,8.799564949934602,0.7070655466753226,1,2,0.418370515476188,No,Mobile,Evening,No,2.968439806804244,0.8370407789815798,8,0
Social Media,7.22312349569746,0.2637200174600781,3,1,0.38988142177090074,Yes,Desktop,Afternoon,No,6.713443244727004,0.4276476420701474,24,1
Organic Search,3.3143642848267074,0.6107970966754148,1,2,0.5408195868174703,No,Desktop,Evening,No,2.627832939114122,0.7937782214010657,63,0
Direct,6.596228833000257,0.7949304724443619,2,3,0.45214980513537006,No,Mobile,Afternoon,No,4.934681688125636,0.2645469524686569,97,0
Organic Search,4.560349508877627,0.43420881378483006,5,4,0.6265904507795488,No,Mobile,Evening,Yes,4.065657623134327,0.3003162065023026,30,1
Direct,5.99852134980102,0.29459660252333864,6,4,0.2389469830078777,No,Mobile,Evening,No,7.305156591637081,0.5215449697628239,77,0
Organic Search,8.099669715550878,0.24545223940999528,7,3,0.25878131491695483,No,Desktop,Afternoon,Yes,6.386240133233061,0.21414622125800786,2,1
Organic Search,9.076208431989848,0.6609205406694652,1,3,0.540249439811852,No,Mobile,Evening,Yes,9.18729160003502,0.8355655469231759,96,1
Organic Search,13.341358253877218,0.6553388398679298,7,3,0.5545231113654534,No,Desktop,Afternoon,Yes,3.497049421100385,0.09164329502476753,5,1
